Date,AAPL,MSFT,TSLA
2022-05-12,140.30897521972656,248.45433044433594,242.6666717529297
2022-05-13,144.78712463378906,254.0685577392578,256.5299987792969
2022-05-16,143.24191284179688,254.43824768066406,241.4566650390625
2022-05-17,146.88352966308594,259.6145324707031,253.8699951171875
2022-05-18,138.596435546875,247.79440307617188,236.60333251953125
2022-05-19,135.1812744140625,246.877685546875,236.47332763671875
2022-05-20,135.41744995117188,246.31201171875,221.3000030517578
2022-05-23,140.8502655029297,254.201904296875,224.96665954589844
2022-05-24,138.1437225341797,253.19737243652344,209.3866729736328
2022-05-25,138.3011932373047,256.02557373046875,219.60000610351562
2022-05-26,141.5097198486328,259.3219909667969,235.91000366210938
2022-05-27,147.2772216796875,266.4803771972656,253.2100067138672
2022-05-31,146.4898223876953,265.1443176269531,252.75332641601562
2022-06-01,146.36187744140625,265.6806945800781,246.7899932861328
2022-06-02,148.82237243652344,267.7872619628906,258.3333435058594
2022-06-03,143.08445739746094,263.3400573730469,234.51666259765625
2022-06-06,143.83245849609375,262.1015319824219,238.27999877929688
2022-06-07,146.36187744140625,265.7587585449219,238.8866729736328
2022-06-08,145.62371826171875,263.72039794921875,241.86666870117188
2022-06-09,140.38771057128906,258.2394714355469,239.7066650390625
2022-06-10,134.96470642089844,246.7313690185547,232.22999572753906
2022-06-13,129.79762268066406,236.26681518554688,215.73666381835938
2022-06-14,130.66372680664062,238.4416961669922,220.88999938964844
2022-06-15,133.2915496826172,245.5317840576172,233.0
2022-06-16,128.00636291503906,238.9097900390625,213.10000610351562
2022-06-17,129.482666015625,241.52349853515625,216.75999450683594
2022-06-21,133.724609375,247.4628448486328,237.0366668701172
2022-06-22,133.2128448486328,246.86793518066406,236.086669921875
2022-06-23,136.08670043945312,252.45611572265625,235.07000732421875
2022-06-24,139.4232177734375,261.0774230957031,245.7066650390625
2022-06-27,139.4232177734375,258.3370361328125,244.9199981689453
2022-06-28,135.2698211669922,250.1350555419922,232.663330078125
2022-06-29,137.0315704345703,253.82150268554688,228.49000549316406
2022-06-30,134.5612030029297,250.47640991210938,224.47332763671875
2022-07-01,136.73626708984375,253.15830993652344,227.26333618164062
2022-07-05,139.3247528076172,256.3475036621094,233.06666564941406
2022-07-06,140.66329956054688,259.6243896484375,231.73333740234375
2022-07-07,144.03915405273438,261.7601318359375,244.5433349609375
2022-07-08,144.71823120117188,261.03851318359375,250.76333618164062
2022-07-11,142.58250427246094,257.9664001464844,234.3433380126953
2022-07-12,143.55686950683594,247.39456176757812,233.07000732421875
2022-07-13,143.19273376464844,246.46804809570312,237.0399932861328
2022-07-14,146.1256561279297,247.79440307617188,238.31333923339844
2022-07-15,147.79881286621094,250.36911010742188,240.06666564941406
2022-07-18,144.74777221679688,247.96017456054688,240.54666137695312
2022-07-19,148.61570739746094,253.1095733642578,245.52999877929688
2022-07-20,150.62351989746094,255.78184509277344,247.5
2022-07-21,152.8970184326172,258.2882385253906,271.7066650390625
2022-07-22,151.6569366455078,253.91905212402344,272.24334716796875
2022-07-25,150.5349578857422,252.42691040039062,268.4333190917969
2022-07-26,149.2062530517578,245.6683349609375,258.8599853515625
2022-07-27,154.31430053710938,262.0917053222656,274.82000732421875
2022-07-28,154.86544799804688,269.5719909667969,280.8999938964844
2022-07-29,159.9439697265625,273.7948913574219,297.1499938964844
2022-08-01,158.9597625732422,271.1324462890625,297.27667236328125
2022-08-02,157.48345947265625,268.0213623046875,300.586669921875
2022-08-03,163.50682067871094,275.4820556640625,307.39666748046875
2022-08-04,163.19186401367188,276.63287353515625,308.6333312988281
2022-08-05,162.96517944335938,275.9112548828125,288.1700134277344
2022-08-08,162.49212646484375,273.38525390625,290.42333984375
2022-08-09,162.54135131835938,275.31622314453125,283.3333435058594
2022-08-10,166.79908752441406,282.00653076171875,294.3566589355469
2022-08-11,166.05990600585938,279.9195251464844,286.6300048828125
2022-08-12,169.6178436279297,284.68853759765625,300.0299987792969
2022-08-15,170.69207763671875,286.2099914550781,309.32000732421875
2022-08-16,170.53440856933594,285.4687805175781,306.5633239746094
2022-08-17,172.032470703125,284.7162170410156,303.9966735839844
2022-08-18,171.63824462890625,283.59228515625,302.8699951171875
2022-08-19,169.04620361328125,279.6634521484375,296.6666564941406
2022-08-22,165.1531524658203,271.4538269042969,289.913330078125
2022-08-23,164.81805419921875,270.1735534667969,296.4533386230469
2022-08-24,165.1137237548828,269.5382995605469,297.0966796875
2022-08-25,167.5776824951172,272.5289001464844,296.07000732421875
2022-08-26,161.26014709472656,262.0128173828125,288.0899963378906
2022-08-29,159.05242919921875,259.2176513671875,284.82000732421875
2022-08-30,156.61805725097656,257.00885009765625,277.70001220703125
2022-08-31,154.9524383544922,255.5428924560547,275.6099853515625
2022-09-01,155.6817626953125,254.4971160888672,277.1600036621094
2022-09-02,153.56275939941406,250.2554931640625,270.2099914550781
2022-09-06,152.30120849609375,247.5092010498047,274.4200134277344
2022-09-07,153.71063232421875,252.23944091796875,283.70001220703125
2022-09-08,152.2322235107422,252.6597137451172,289.260009765625
2022-09-09,155.10028076171875,258.465087890625,299.67999267578125
2022-09-12,161.07286071777344,260.60546875,304.4200134277344
2022-09-13,151.62118530273438,246.2777557373047,292.1300048828125
2022-09-14,153.06997680664062,246.5025177001953,302.6099853515625
2022-09-15,150.17236328125,239.81759643554688,303.75
2022-09-16,148.52645874023438,239.19210815429688,303.3500061035156
2022-09-19,152.25198364257812,238.9770965576172,309.07000732421875
2022-09-20,154.6370391845703,236.9540252685547,308.7300109863281
2022-09-21,151.50291442871094,233.53335571289062,300.79998779296875
2022-09-22,150.53704833984375,235.51734924316406,288.5899963378906
2022-09-23,148.26034545898438,232.5266876220703,275.3299865722656
2022-09-26,148.595458984375,232.0673370361328,276.010009765625
2022-09-27,149.5711669921875,231.05093383789062,282.94000244140625
2022-09-28,147.6788787841797,235.6053009033203,287.80999755859375
2022-09-29,140.42503356933594,232.11624145507812,268.2099914550781
2022-09-30,136.20677185058594,227.62049865722656,265.25
2022-10-03,140.3954620361328,235.2827911376953,242.39999389648438
2022-10-04,143.99285888671875,243.23829650878906,249.44000244140625
2022-10-05,144.2884979248047,243.55101013183594,240.80999755859375
2022-10-06,143.3324737548828,241.19561767578125,238.1300048828125
2022-10-07,138.06948852539062,228.93014526367188,223.07000732421875
2022-10-10,138.39476013183594,224.05323791503906,222.9600067138672
2022-10-11,136.9755096435547,220.30030822753906,216.5
2022-10-12,136.3447265625,220.632568359375,217.24000549316406
2022-10-13,140.92767333984375,228.93014526367188,221.72000122070312
2022-10-14,136.3841552734375,223.37887573242188,204.99000549316406
2022-10-17,140.3560333251953,232.1455535888672,219.35000610351562
2022-10-18,141.6767120361328,233.09356689453125,220.19000244140625
2022-10-19,141.78512573242188,231.11935424804688,222.0399932861328
2022-10-20,141.3218994140625,230.79681396484375,207.27999877929688
2022-10-21,145.1459503173828,236.63150024414062,214.44000244140625
2022-10-24,147.29449462890625,241.6452178955078,211.25
2022-10-25,150.14280700683594,244.9779052734375,222.4199981689453
2022-10-26,147.1959686279297,226.0763397216797,224.63999938964844
2022-10-27,142.71157836914062,221.60992431640625,225.08999633789062
2022-10-28,153.49378967285156,230.52317810058594,228.52000427246094
2022-10-31,151.12838745117188,226.8679962158203,227.5399932861328
2022-11-01,148.4771728515625,222.99774169921875,227.82000732421875
2022-11-02,142.93824768066406,215.1106719970703,214.97999572753906
2022-11-03,136.87696838378906,209.3932647705078,215.30999755859375
2022-11-04,136.6103973388672,216.37139892578125,207.47000122070312
2022-11-07,137.14349365234375,222.7045135498047,197.0800018310547
2022-11-08,137.71607971191406,223.68182373046875,191.3000030517578
2022-11-09,133.1453094482422,219.42068481445312,177.58999633789062
2022-11-10,144.99183654785156,237.47203063964844,190.72000122070312
2022-11-11,147.78565979003906,241.50839233398438,195.97000122070312
2022-11-14,146.38380432128906,236.07443237304688,190.9499969482422
2022-11-15,148.1212921142578,236.48492431640625,194.4199981689453
2022-11-16,146.88729858398438,236.91610717773438,186.9199981689453
2022-11-17,148.7926025390625,236.86712646484375,183.1699981689453
2022-11-18,149.35531616210938,236.416259765625,180.19000244140625
2022-11-21,146.11724853515625,237.2297821044922,167.8699951171875
2022-11-22,148.25950622558594,240.15042114257812,169.91000366210938
2022-11-23,149.1381378173828,242.64962768554688,183.1999969482422
2022-11-25,146.21600341796875,242.56143188476562,182.86000061035156
2022-11-28,142.375732421875,236.94552612304688,182.9199981689453
2022-11-29,139.3647003173828,235.5440216064453,180.8300018310547
2022-11-30,146.13699340820312,250.05908203125,194.6999969482422
2022-12-01,146.41342163085938,249.61805725097656,194.6999969482422
2022-12-02,145.9197998046875,249.94149780273438,194.86000061035156
2022-12-05,144.7549285888672,245.21743774414062,182.4499969482422
2022-12-06,141.08248901367188,240.23863220214844,179.82000732421875
2022-12-07,139.13766479492188,239.5035400390625,174.0399932861328
2022-12-08,140.82579040527344,242.4732208251953,173.44000244140625
2022-12-09,140.3420867919922,240.5326385498047,179.0500030517578
2022-12-12,142.64227294921875,247.48146057128906,167.82000732421875
2022-12-13,143.60975646972656,251.8036346435547,160.9499969482422
2022-12-14,141.37864685058594,252.09767150878906,156.8000030517578
2022-12-15,134.7544708251953,244.0511474609375,157.6699981689453
2022-12-16,132.78988647460938,239.81719970703125,150.22999572753906
2022-12-19,130.67727661132812,235.66159057617188,149.8699951171875
2022-12-20,130.60818481445312,236.9847412109375,137.8000030517578
2022-12-21,133.71788024902344,239.56234741210938,137.57000732421875
2022-12-22,130.5390625,233.44664001464844,125.3499984741211
2022-12-23,130.1737823486328,233.9758758544922,123.1500015258789
2022-12-27,128.3671875,232.24114990234375,109.0999984741211
2022-12-28,124.42822265625,229.85951232910156,112.70999908447266
2022-12-29,127.95258331298828,236.21046447753906,121.81999969482422
2022-12-30,128.2684783935547,235.04417419433594,123.18000030517578
2023-01-03,123.4706039428711,234.80894470214844,108.0999984741211
2023-01-04,124.74411010742188,224.53765869140625,113.63999938964844
2023-01-05,123.42125701904297,217.88287353515625,110.33999633789062
2023-01-06,127.96244049072266,220.45069885253906,113.05999755859375
2023-01-09,128.48565673828125,222.59707641601562,119.7699966430664
2023-01-10,129.05824279785156,224.29266357421875,118.8499984741211
2023-01-11,131.7829132080078,231.07481384277344,123.22000122070312
2023-01-12,131.70394897460938,233.76025390625,123.55999755859375
2023-01-13,133.03668212890625,234.46591186523438,122.4000015258789
2023-01-17,134.20162963867188,235.56362915039062,131.49000549316406
2023-01-18,133.48094177246094,231.11402893066406,128.77999877929688
2023-01-19,133.54017639160156,227.31129455566406,127.16999816894531
2023-01-20,136.10693359375,235.4362030029297,133.4199981689453
2023-01-23,139.30551147460938,237.74920654296875,143.75
2023-01-24,140.7073211669922,237.21994018554688,143.88999938964844
2023-01-25,140.04591369628906,235.81845092773438,144.42999267578125
2023-01-26,142.11904907226562,243.061279296875,160.27000427246094
2023-01-27,144.06385803222656,243.21807861328125,177.89999389648438
2023-01-30,141.17132568359375,237.8766326904297,166.66000366210938
2023-01-31,142.44482421875,242.87506103515625,173.22000122070312
2023-02-01,143.5702362060547,247.7166748046875,181.41000366210938
2023-02-02,148.89134216308594,259.3306884765625,188.27000427246094
2023-02-03,152.52427673339844,253.2051544189453,189.97999572753906
2023-02-06,149.78968811035156,251.65663146972656,194.75999450683594
2023-02-07,152.67234802246094,262.23175048828125,196.80999755859375
2023-02-08,149.97726440429688,261.41827392578125,201.2899932861328
2023-02-09,148.940673828125,258.37017822265625,207.32000732421875
2023-02-10,149.30653381347656,257.860595703125,196.88999938964844
2023-02-13,152.11447143554688,265.9168395996094,194.63999938964844
2023-02-14,151.4718017578125,266.7499694824219,209.25
2023-02-15,153.57778930664062,264.6178894042969,214.24000549316406
2023-02-16,151.97607421875,257.572998046875,202.0399932861328
2023-02-17,150.8291473388672,253.55438232421875,208.30999755859375
2023-02-21,146.8050537109375,248.258544921875,197.3699951171875
2023-02-22,147.23020935058594,247.11878967285156,200.86000061035156
2023-02-23,147.71469116210938,250.3218536376953,202.07000732421875
2023-02-24,145.05502319335938,244.86878967285156,196.8800048828125
2023-02-27,146.2513885498047,245.7923583984375,207.6300048828125
2023-02-28,145.74713134765625,245.06529235839844,205.7100067138672
2023-03-01,143.67080688476562,241.9702911376953,202.77000427246094
2023-03-02,144.26405334472656,246.7257843017578,190.89999389648438
2023-03-03,149.32627868652344,250.83277893066406,197.7899932861328
2023-03-06,152.0947265625,252.38522338867188,193.80999755859375
2023-03-07,149.889892578125,249.71266174316406,187.7100067138672
2023-03-08,151.1455535888672,249.27052307128906,182.0
2023-03-09,148.89125061035156,247.9146728515625,172.9199981689453
2023-03-10,146.82484436035156,244.24977111816406,173.44000244140625
2023-03-13,148.77261352539062,249.48672485351562,174.47999572753906
2023-03-14,150.8686981201172,256.2367858886719,183.25999450683594
2023-03-15,151.26417541503906,260.8055725097656,180.4499969482422
2023-03-16,154.09190368652344,271.377685546875,184.1300048828125
2023-03-17,153.25152587890625,274.55133056640625,180.1300048828125
2023-03-20,155.62442016601562,267.4770812988281,183.25
2023-03-21,157.4832305908203,268.9999694824219,197.5800018310547
2023-03-22,156.04957580566406,267.53594970703125,191.14999389648438
2023-03-23,157.1371612548828,272.8122253417969,192.22000122070312
2023-03-24,158.44227600097656,275.67144775390625,190.41000366210938
2023-03-27,156.4945068359375,271.5545959472656,191.80999755859375
2023-03-28,155.87159729003906,270.4246520996094,189.19000244140625
2023-03-29,158.95643615722656,275.61248779296875,193.8800048828125
2023-03-30,160.52847290039062,279.09063720703125,195.27999877929688
2023-03-31,163.0398406982422,283.2664489746094,207.4600067138672
2023-04-03,164.2954864501953,282.21514892578125,194.77000427246094
2023-04-04,163.7615966796875,282.1659851074219,192.5800018310547
2023-04-05,161.9126739501953,279.3756103515625,185.52000427246094
2023-04-06,162.8025360107422,286.50885009765625,185.05999755859375
2023-04-10,160.2022247314453,284.33740234375,184.50999450683594
2023-04-11,158.986083984375,277.8919982910156,186.7899932861328
2023-04-12,158.29397583007812,278.5404357910156,180.5399932861328
2023-04-13,163.6923828125,284.7795715332031,185.89999389648438
2023-04-14,163.34632873535156,281.1441650390625,185.0
2023-04-17,163.36610412597656,283.7576904296875,187.0399932861328
2023-04-18,164.5921173095703,283.335205078125,184.30999755859375
2023-04-19,165.73904418945312,283.413818359375,180.58999633789062
2023-04-20,164.7700958251953,281.1146545410156,162.99000549316406
2023-04-21,163.15847778320312,280.7708740234375,165.0800018310547
2023-04-24,163.46498107910156,276.8504638671875,162.5500030517578
2023-04-25,161.92257690429688,270.6113586425781,160.6699981689453
2023-04-26,161.9126739501953,290.2130126953125,153.75
2023-04-27,166.51022338867188,299.5078430175781,160.19000244140625
2023-04-28,167.76588439941406,301.89544677734375,164.30999755859375
2023-05-01,167.6769256591797,300.2251281738281,161.8300018310547
2023-05-02,166.63876342773438,300.0777587890625,160.30999755859375
2023-05-03,165.56106567382812,299.0853576660156,160.61000061035156
2023-05-04,163.9197998046875,300.0777587890625,161.1999969482422
2023-05-05,171.61204528808594,305.22625732421875,170.05999755859375
2023-05-08,171.5428009033203,303.2611389160156,171.7899932861328
2023-05-09,169.83233642578125,301.6399841308594,169.14999389648438
2023-05-10,171.60211181640625,306.8572998046875,168.5399932861328
2023-05-11,171.7899932861328,304.6956481933594,172.0800018310547
2023-05-12,170.8593292236328,303.5755920410156,167.97999572753906
2023-05-15,170.36424255371094,304.0570373535156,166.35000610351562
2023-05-16,170.36424255371094,306.2972106933594,166.52000427246094
2023-05-17,170.97811889648438,309.19219970703125,173.86000061035156
2023-05-18,173.31471252441406,313.6429443359375,176.88999938964844
2023-05-19,173.42364501953125,313.46575927734375,180.13999938964844
2023-05-22,172.47311401367188,316.26226806640625,188.8699951171875
2023-05-23,169.8593292236328,310.43292236328125,185.77000427246094
2023-05-24,170.13656616210938,309.04449462890625,182.89999389648438
2023-05-25,171.27516174316406,320.9296875,184.47000122070312
2023-05-26,173.6909637451172,327.79296875,193.1699981689453
2023-05-30,175.54241943359375,326.138671875,201.16000366210938
2023-05-31,175.492919921875,323.3618469238281,203.92999267578125
2023-06-01,178.3047332763672,327.4877014160156,207.52000427246094
2023-06-02,179.15625,330.2644958496094,213.97000122070312
2023-06-05,177.79983520507812,330.7962341308594,217.61000061035156
2023-06-06,177.4335174560547,328.5707702636719,221.30999755859375
2023-06-07,176.05726623535156,318.4285583496094,224.57000732421875
2023-06-08,178.78001403808594,320.27978515625,234.86000061035156
2023-06-09,179.16615295410156,321.7863464355469,244.39999389648438
2023-06-12,181.96807861328125,326.76885986328125,249.8300018310547
2023-06-13,181.49282836914062,329.1715393066406,258.7099914550781
2023-06-14,182.1265106201172,332.1748352050781,256.7900085449219
2023-06-15,184.16607666015625,342.77008056640625,255.89999389648438
2023-06-16,183.08688354492188,337.08837890625,260.5400085449219
2023-06-20,183.1759796142578,332.87396240234375,274.45001220703125
2023-06-21,182.1363983154297,328.45269775390625,259.4599914550781
2023-06-22,185.14625549316406,334.5085754394531,264.6099853515625
2023-06-23,184.82945251464844,329.8903503417969,256.6000061035156
2023-06-26,183.4334259033203,323.5686340332031,241.0500030517578
2023-06-27,186.19577026367188,329.44720458984375,250.2100067138672
2023-06-28,187.37396240234375,330.7076416015625,256.239990234375
2023-06-29,187.7105712890625,329.9198913574219,257.5
2023-06-30,192.04714965820312,335.3258056640625,261.7699890136719
2023-07-03,190.55215454101562,332.81488037109375,279.82000732421875
2023-07-05,189.43333435058594,332.972412109375,282.4800109863281
2023-07-06,189.90858459472656,336.04461669921875,276.5400085449219
2023-07-07,188.78977966308594,332.0566711425781,274.42999267578125
2023-07-10,186.7402801513672,326.7491455078125,269.6099853515625
2023-07-11,186.21554565429688,327.3794250488281,269.7900085449219
2023-07-12,187.88882446289062,332.0369567871094,271.989990234375
2023-07-13,188.65118408203125,337.4133605957031,277.8999938964844
2023-07-14,188.7996826171875,339.9538269042969,281.3800048828125
2023-07-17,192.06698608398438,340.4363708496094,290.3800048828125
2023-07-18,191.8095703125,353.98565673828125,293.3399963378906
2023-07-19,193.1659698486328,349.6431884765625,291.260009765625
2023-07-20,191.21551513671875,341.55889892578125,262.8999938964844
2023-07-21,190.0373077392578,338.5063781738281,260.0199890136719
2023-07-24,190.8392791748047,339.8258361816406,269.05999755859375
2023-07-25,191.7006072998047,345.6059875488281,265.2799987792969
2023-07-26,192.57191467285156,332.5982360839844,264.3500061035156
2023-07-27,191.30459594726562,325.6561584472656,255.7100067138672
2023-07-28,193.8887176513672,333.18902587890625,266.44000244140625
2023-07-31,194.5025634765625,330.7765808105469,267.42999267578125
2023-08-01,193.6709442138672,331.1900939941406,261.07000732421875
2023-08-02,190.6709442138672,322.4854736328125,254.11000061035156
2023-08-03,189.27490234375,321.6583251953125,259.32000732421875
2023-08-04,180.1859588623047,322.7611999511719,253.86000061035156
2023-08-07,177.0770721435547,325.05548095703125,251.4499969482422
2023-08-08,178.0176239013672,321.05767822265625,249.6999969482422
2023-08-09,176.42359924316406,317.296142578125,242.19000244140625
2023-08-10,176.20579528808594,317.9854431152344,245.33999633789062
2023-08-11,176.26524353027344,316.0948486328125,242.64999389648438
2023-08-14,177.92095947265625,319.0785217285156,239.75999450683594
2023-08-15,175.92819213867188,316.9317932128906,232.9600067138672
2023-08-16,175.0557403564453,316.16217041015625,225.60000610351562
2023-08-17,172.50778198242188,312.6887512207031,219.22000122070312
2023-08-18,172.99359130859375,312.2940368652344,215.49000549316406
2023-08-21,174.3319854736328,317.6226501464844,231.27999877929688
2023-08-22,175.71005249023438,318.1949157714844,233.19000244140625
2023-08-23,179.56671142578125,322.67486572265625,236.86000061035156
2023-08-24,174.86737060546875,315.7378234863281,230.0399932861328
2023-08-25,177.0782470703125,318.7080383300781,238.58999633789062
2023-08-28,178.64471435546875,319.41851806640625,238.82000732421875
2023-08-29,182.54098510742188,324.06622314453125,257.17999267578125
2023-08-30,186.0406951904297,324.4411926269531,256.8999938964844
2023-08-31,186.25881958007812,323.4248352050781,258.0799865722656
2023-09-01,187.835205078125,324.3129577636719,245.00999450683594
2023-09-05,188.0731201171875,329.1382751464844,256.489990234375
2023-09-06,181.34136962890625,328.4770812988281,251.9199981689453
2023-09-07,176.03726196289062,325.54638671875,251.49000549316406
2023-09-08,176.6519012451172,329.8487243652344,248.5
2023-09-11,177.82179260253906,333.4701843261719,273.5799865722656
2023-09-12,174.78805541992188,327.38177490234375,267.4800109863281
2023-09-13,172.7159881591797,331.6150817871094,271.29998779296875
2023-09-14,174.23287963867188,334.2201232910156,276.0400085449219
2023-09-15,173.50909423828125,325.8523254394531,274.3900146484375
2023-09-18,176.44371032714844,324.7076110839844,265.2799987792969
2023-09-19,177.5343017578125,324.3030090332031,266.5
2023-09-20,173.9849853515625,316.5272521972656,262.5899963378906
2023-09-21,172.4383544921875,315.3036804199219,255.6999969482422
2023-09-22,173.2909698486328,312.8170166015625,244.8800048828125
2023-09-25,174.56993103027344,313.3399658203125,246.99000549316406
2023-09-26,170.4852752685547,308.0114440917969,244.1199951171875
2023-09-27,168.9683837890625,308.6528015136719,240.5
2023-09-28,169.22616577148438,309.4915771484375,246.3800048828125
2023-09-29,169.74171447753906,311.57366943359375,250.22000122070312
2023-10-02,172.25990295410156,317.54364013671875,251.60000610351562
2023-10-03,170.92147827148438,309.2449035644531,246.52999877929688
2023-10-04,172.17068481445312,314.7412109375,261.1600036621094
2023-10-05,173.4099578857422,315.1358947753906,260.04998779296875
2023-10-06,175.9678497314453,322.93145751953125,260.5299987792969
2023-10-09,177.45497131347656,325.4575500488281,259.6700134277344
2023-10-10,176.86009216308594,324.0464782714844,263.6199951171875
2023-10-11,178.25802612304688,328.0231628417969,262.989990234375
2023-10-12,179.1602020263672,326.77984619140625,258.8699951171875
2023-10-13,177.31617736816406,323.3952331542969,251.1199951171875
2023-10-16,177.18728637695312,328.2402648925781,253.9199981689453
2023-10-17,175.6307373046875,327.6679382324219,254.85000610351562
2023-10-18,174.3319854736328,325.74371337890625,242.67999267578125
2023-10-19,173.9552764892578,326.937744140625,220.11000061035156
2023-10-20,171.3973846435547,322.3492126464844,211.99000549316406
2023-10-23,171.516357421875,324.96417236328125,212.0800018310547
2023-10-24,171.95257568359375,326.1581726074219,216.52000427246094
2023-10-25,169.6326446533203,336.1640319824219,212.4199981689453
